1.392738084443528646e+00 2.653166807507471248e+00
1.927544408157368050e+00 2.342392278893738577e+00
2.397465924756928324e+00 1.752985157185729115e+00
2.129002005599219594e+00 1.908578095808793007e+00
2.121888333001307636e+00 1.753717094284353406e+00
2.895802670512614974e+00 2.001567616948256134e+00
1.933043522830074190e+00 2.161939135767202647e+00
1.569076809185840249e+00 1.813115534496903880e+00
2.745105033399422911e+00 1.621105990536259478e+00
2.101958297806662213e+00 2.233902933007512193e+00
2.411653360257556056e+00 1.219775171706060313e+00
2.156376147016194622e+00 2.793599965546678554e+00
2.061454010220252098e+00 9.113848162549591514e-01
1.550342338915231544e+00 1.834905023621663300e+00
1.657605803733891880e+00 2.091525757212128855e+00
1.396832953962795054e+00 2.011537366631018564e+00
1.600647802080206406e+00 1.841525298586461634e+00
3.233155406987417102e+00 2.210916795240154276e+00
2.838374263602702730e+00 1.940693431491432586e+00
2.386537325843695712e+00 2.447356929877361864e+00
2.419586172882071118e+00 2.334604291654714281e+00
2.128918602773701707e+00 1.926949848762046225e+00
1.832594479022164879e+00 1.925182268591431489e+00
2.252401332430137959e+00 2.132671885916750831e+00
2.295950830832342415e+00 2.278935956749772007e+00
1.709788853605874737e+00 1.978224212634823065e+00
1.880520726749931093e+00 1.135493199319495439e+00
2.005543532234042026e+00 2.162997246913731519e+00
2.635219472737173163e+00 1.634523930456352137e+00
1.779482550783125117e+00 2.290622507842475564e+00
2.481989614964114299e+00 1.307270209208691192e+00
2.129630780829966152e+00 2.636221471010933737e+00
2.049703380851163548e+00 2.083135537570049767e+00
1.910807214597733283e+00 2.152397137553251127e+00
2.808686989381352195e+00 1.558483514257563929e+00
2.825232378678345757e+00 2.473269899614776612e+00
2.836586614117641680e+00 1.477407147353531958e+00
-2.279101220181205090e+00 1.809168204927889212e+00
-1.437992321811101259e+00 2.490372893105721186e+00
-2.183729421364229317e+00 2.001746389216627176e+00
-1.339898424748997119e+00 2.366696120002529380e+00
-1.543260666073356768e+00 1.956265654346461158e+00
-1.688535726651540614e+00 1.729081738158599668e+00
-2.222413688702273404e+00 2.084045634189735541e+00
-2.158311911381985748e+00 1.666463434816189748e+00
-2.311233281084934088e+00 2.099252733823461448e+00
-2.051843797870152031e+00 1.779480972680071105e+00
-1.575294887114629505e+00 2.093211036696676519e+00
-1.753611230471334492e+00 1.487733438934695673e+00
-2.261415696043060475e+00 1.793442860705502628e+00
-1.512710025119303303e+00 2.206018064487648367e+00
-2.299502476909304871e+00 2.299657103838846695e+00
-1.462471952552305332e+00 1.867346463083126240e+00
-2.389763884375937675e+00 2.080228801496288860e+00
-1.808836751795635411e+00 1.233757331230204146e+00
-2.445669200683524114e+00 1.945189337215338821e+00
-2.296477809870033138e+00 2.181485411072327629e+00
-1.729107278523824398e+00 1.942907449291348732e+00
-2.376876482428448067e+00 2.481816768709208532e+00
-2.119064739042156642e+00 1.617816519217565308e+00
-1.625973295460909851e+00 2.315928423200081188e+00
-2.025391371323916889e+00 2.501795250797309578e+00
-1.803474471096851328e+00 1.694408496016706955e+00
-1.657362419792638653e+00 1.809616729212335740e+00
-1.421922367414957922e+00 1.510282279070602973e+00
-1.874483925080665303e+00 2.246137929611368822e+00
-1.962337332770495379e+00 2.092671179421141225e+00
-2.139768676835632544e+00 2.104682803077775777e+00
-1.378317524495503710e+00 2.717151690224872240e+00
-2.812551760878225338e+00 2.622111256988374883e+00
-2.451768492380954179e+00 1.860185341521059188e+00
-1.487816071074444579e+00 1.812983256602689552e+00
-2.145033990034565186e+00 2.414000832955280895e+00
-1.368845849140935655e+00 2.363567400697560661e+00
-1.991776108551459590e+00 1.922652714616401637e+00
-2.247679235500744443e+00 2.039727529302310050e+00
-2.196118643365809753e+00 2.168761397740663899e+00
-2.138813925971004615e+00 1.772451459483388003e+00
-1.803975286028934866e+00 2.364082932600635623e+00
-1.854355386768891556e+00 1.835609488959283997e+00
-1.885384743400704499e+00 2.117494777923421001e+00
-2.492280315960721193e+00 1.836814507388568884e+00
-1.755046339397754007e+00 1.532266323367779126e+00
-2.099433145669944434e+00 2.267547940772376869e+00
-1.337252661068299986e+00 1.721742193242809416e+00
-2.813598095826775225e+00 1.678104426975726149e+00
-2.048203421235839539e+00 2.060175917253003419e+00
